experiment,image_encoder,audio_encoder,K,alpha,scope,R@1,R@5,R@10,R@20,routes_correct,routes_total,knn_overlap,pearson_r,nmi,ami,ari,v_measure,homogeneity,completeness
text,vit-mae-base,clap-unfused,0,,heldout_like_c,0.1071428571428571,0.2142857142857142,0.3214285714285714,0.3571428571428571,2,15,0.0071428571428571,0.0141151398420333,0.7455097298707641,0.1879596631865966,0.1624815361890694,0.7455097298707641,0.735352096878524,0.755951914147227
c-direct,vit-mae-base,mert-330m,300,0.5,aggregate,0.0425,0.0925,0.165,0.245,8,15,0.0839999999999999,0.6951508522033691,0.3364383646796401,0.2577912481342529,0.1116680445082978,0.3364383646796401,0.3417552855524169,0.331284347358597
c-direct,vit-mae-base,mert-330m,300,0.5,heldout,0.0,0.03,0.1,0.16,4,15,0.078,0.6257082223892212,0.4497393393812817,0.1892727945682867,0.1429339555477373,0.4497393393812817,0.4497245844627425,0.4497540952680346
d,vit-mae-base,mert-330m,0,0.7,aggregate,0.0575,0.1675,0.2325,0.3475,7,15,0.026,0.4716944098472595,0.1656144394837031,0.0665983244650371,0.0229443467358559,0.165614439483703,0.1673196705398942,0.1639436153453985
d,vit-mae-base,mert-330m,0,0.7,heldout_like_c,0.12,0.16,0.28,0.36,4,15,0.0,0.6755965948104858,0.6851315294207145,0.1115529304694153,0.0757855822550831,0.6851315294207144,0.6065058978085394,0.7871791009775583
unsup,vit-mae-base,mert-330m,0,1.0,aggregate,0.0025,0.0275,0.035,0.08,2,15,0.1305,0.8225733637809753,0.3892272013531239,0.3184722361844133,0.173100245611096,0.3892272013531239,0.3829988973621462,0.3956614225323669
unsup,vit-mae-base,mert-330m,0,1.0,heldout_like_c,0.0,0.0,0.0,0.08,3,15,0.08,0.8970699310302734,0.7791218897767522,0.3683764621087447,0.3068391866913124,0.7791218897767523,0.6921402574677352,0.8911078896832955
text,vit-mae-base,mert-330m,0,,aggregate,0.0625,0.1675,0.2325,0.32,5,15,0.012,0.101488396525383,0.1179179856251641,0.0185183555199062,-0.0015802368119992,0.1179179856251641,0.1120416427470757,0.1244448500138303
text,vit-mae-base,mert-330m,0,,heldout_like_c,0.04,0.08,0.2,0.36,5,15,0.0,-0.1062709912657737,0.6320092034032836,-0.0282112945268522,-0.0195035460992907,0.6320092034032837,0.5572915210531004,0.7298642032292273
c-direct,vit-mae-base,mert-95m,300,0.5,aggregate,0.07,0.17,0.2175,0.2975,3,15,0.088,0.7357003688812256,0.3389383637971604,0.2610288165005383,0.1242469559936593,0.3389383637971604,0.3422977083380448,0.3356443163225467
c-direct,vit-mae-base,mert-95m,300,0.5,heldout,0.01,0.01,0.04,0.09,3,15,0.052,0.6420550346374512,0.4426660160879539,0.1746014986314225,0.0897184296748001,0.4426660160879539,0.4447806496003373,0.4405713947576663
d,vit-mae-base,mert-95m,0,0.7,aggregate,0.0475,0.1425,0.2175,0.355,5,15,0.019,0.5127457976341248,0.1471496143687229,0.048768027896132,0.0145166410275193,0.147149614368723,0.1474884755803063,0.1468123066846969
d,vit-mae-base,mert-95m,0,0.7,heldout_like_c,0.074074074074074,0.1851851851851851,0.2962962962962963,0.3703703703703703,2,15,0.0296296296296296,0.6402238607406616,0.7472406765064269,0.1200315133984584,0.0791217895608947,0.747240676506427,0.7354020899200259,0.7594666572378285
unsup,vit-mae-base,mert-95m,0,1.0,aggregate,0.0025,0.0225,0.0375,0.06,3,15,0.1175,0.7995705604553223,0.3349914785309613,0.2615077758210768,0.1442526308766859,0.3349914785309613,0.3243855777497959,0.3463143481895673
unsup,vit-mae-base,mert-95m,0,1.0,heldout_like_c,0.0,0.037037037037037,0.074074074074074,0.1111111111111111,3,15,0.0148148148148148,0.7620049715042114,0.6147684707558762,0.0388855511083228,0.0335649665661465,0.6147684707558762,0.5437935671869525,0.7070514880869398
text,vit-mae-base,mert-95m,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.024,0.1042153090238571,0.1165146343990726,0.0187432841266232,0.0017420255855862,0.1165146343990726,0.1133439536615922,0.1198678134153497
text,vit-mae-base,mert-95m,0,,heldout_like_c,0.074074074074074,0.1851851851851851,0.2222222222222222,0.3333333333333333,2,15,0.0222222222222222,-0.048790093511343,0.6617823078393165,-0.0862154661490025,-0.0649121569180836,0.6617823078393166,0.6395978285534891,0.6855610225648767
