experiment,image_encoder,audio_encoder,K,alpha,scope,R@1,R@5,R@10,R@20,routes_correct,routes_total,knn_overlap,pearson_r,nmi,ami,ari,v_measure,homogeneity,completeness,cap_cos_argmax,cap_cos_planmass,cap_cos_chance,cap_cos_identity,cap_cos_lift
procrustes,clip-base,clap-larger,300,nan,aggregate,0.5675,0.66,0.6975,0.745,2,15,0.0825,0.45120516419410706,0.3108174714874394,0.23573638253713483,0.11870900126990597,0.31081747148743943,0.3118918095482403,0.30975050931874504,0.37667740727082444,0.22908165803297073,0.21744189226661895,0.38759736589986515,0.1592355150042055
procrustes,clip-base,clap-larger,300,nan,heldout,0.01,0.04,0.07,0.18,2,15,0.09799999999999999,0.26628705859184265,0.35443440093156253,0.14622630873786885,0.0670432465917735,0.3544344009315625,0.3136545806007325,0.40740291723830385,0.3396498453891415,0.21735746975176698,0.20745899699861403,0.603754092596457,0.13219084839052747
d,clip-base,clap-larger,0,0.7,aggregate,0.0625,0.1725,0.23,0.3525,8,15,0.0395,0.4099447429180145,0.22194470587354076,0.13451937947491632,0.06220716898082087,0.2219447058735408,0.22848763219164026,0.21576607162942119,0.5284374798591615,0.4885770015220408,0.21744189226661895,0.38759736589986515,0.31099558759254253
d,clip-base,clap-larger,0,0.7,heldout_like_c,0.05,0.15,0.15,0.3,7,15,0.01,0.2233128398656845,0.8336972773037123,0.1995942745763265,0.14595452141723955,0.8336972773037122,0.7916432745485871,0.8804699685840793,0.5129048793907192,0.4686957788907925,0.21078756176840815,0.6177341696020362,0.302117317622311
unsup,clip-base,clap-larger,0,1.0,aggregate,0.015,0.035,0.0675,0.1225,2,15,0.099,0.6810665130615234,0.3934808930002444,0.32599838234347844,0.18650471420940398,0.3934808930002444,0.39975018617492686,0.38740520648193755,0.2775745669026806,0.2429362652292565,0.21744189226661895,0.38759736589986515,0.06013267463606167
unsup,clip-base,clap-larger,0,1.0,heldout_like_c,0.0,0.0,0.05,0.2,3,15,0.16,0.6053490042686462,0.785948439079963,0.2324850944964134,0.1553923463471202,0.7859484390799629,0.6995572267056774,0.8966836020355188,0.23839241327940094,0.23440229159420953,0.21078756176840815,0.6177341696020362,0.02760485151099279
text,clip-base,clap-larger,0,nan,aggregate,0.0625,0.1675,0.2325,0.32,4,15,0.024000000000000004,0.3074186444282532,0.289125914353456,0.20865169308225806,0.09211952066308454,0.289125914353456,0.2879037326043138,0.29035851692126263,0.6260784439604461,0.36467121365230853,0.21744189226661895,0.38759736589986515,0.4086365516938272
text,clip-base,clap-larger,0,nan,heldout_like_c,0.05,0.1,0.15,0.35,6,15,0.01,0.4455699622631073,0.8634735441331755,0.4771626384122192,0.468,0.8634735441331755,0.7801606108527532,0.9667077459352039,0.6177341696020362,0.32056671281382815,0.21078756176840815,0.6177341696020362,0.406946607833628
c-direct,clip-base,clap-unfused,300,0.5,aggregate,0.53,0.7,0.7325,0.8,10,15,0.079,0.3902876377105713,0.31681695055268566,0.24005188078857023,0.10799594284980753,0.3168169505526857,0.3276287495620275,0.306695937551769,0.3576608041769111,0.3502116692598179,0.21744189226661895,0.38759736589986515,0.14021891191029215
c-direct,clip-base,clap-unfused,300,0.5,heldout,0.05,0.17,0.2,0.36,3,15,0.036000000000000004,0.3277028799057007,0.4058090351772651,0.08924403383899959,0.06457566911178315,0.4058090351772651,0.40863606076502645,0.4030208566887402,0.29486648895891326,0.2986764167001253,0.20745899699861403,0.603754092596457,0.08740749196029923
c-transitive,clip-base,clap-unfused,300,0.7,aggregate,0.0475,0.14,0.18,0.2475,4,15,0.04050000000000001,0.49564358592033386,0.3266804025815451,0.25244104040447346,0.1730198943926795,0.3266804025815451,0.31640642647011885,0.3376439794524758,0.5186727141825378,0.4155247713098958,0.21744189226661895,0.38759736589986515,0.3012308219159189
c-transitive,clip-base,clap-unfused,300,0.7,heldout_like_c,0.0,0.08695652173913043,0.08695652173913043,0.17391304347826086,1,15,0.008695652173913044,0.4768279194831848,0.6996684340173948,0.21459538962915206,0.1597622793217969,0.699668434017395,0.5873841813418571,0.865026798635218,0.4160762449545473,0.3450771023812909,0.1959103363806153,0.5599622336571964,0.220165908573932
procrustes,clip-base,clap-unfused,300,nan,aggregate,0.36,0.49,0.5425,0.6275,2,15,0.11,0.5375173091888428,0.35822277070431674,0.28785632273253337,0.13146713955268063,0.3582227707043168,0.3419954222077245,0.37606677141750006,0.35745214800448677,0.23688306908446508,0.21744189226661895,0.38759736589986515,0.14001025573786782
procrustes,clip-base,clap-unfused,300,nan,heldout,0.0,0.08,0.08,0.14,2,15,0.126,0.37305256724357605,0.3401686317868039,0.12816971775464997,0.06727149391271922,0.3401686317868039,0.28563749264499255,0.420433768207601,0.3205886081494866,0.22562716546131298,0.20745899699861403,0.603754092596457,0.11312961115087256
d,clip-base,clap-unfused,0,0.7,aggregate,0.0625,0.175,0.26,0.3575,9,15,0.0325,0.4115369915962219,0.23911829120443182,0.15356359734987046,0.06909916329869455,0.2391182912044318,0.24721439942408802,0.23153565161487089,0.5281655015118085,0.4886883587562786,0.21744189226661895,0.38759736589986515,0.3107236092451896
